Vdr_Id	bare_rock	broadleaved_forest	coniferous_forest	glaciers	inland_water	inland_wetlands	mixed_forest	vegetation	altitude	Illies ecoreg	catch_area(m2)	LN	HCL	ref-P	mean temperature year	mean temperature coldest month	mean temperature warmest month	temperature sample month	precipitation sample month	precipitation year	slope	B_Fin_detritus	B_Fin_död_ved	B_Fin_sten_dom_typ	B_Fina_block_dom_typ	B_Finsediment_dom_typ	B_Flytbladsväxter_före_klass	B_Grov_detritus	B_Grov_död_ved	B_Grov_sten_dom_typ	B_Grova_block_dom_typ	B_Grus_dom_typ	B_Häll_dom_typ	B_Mossa_före_klass	B_Påväxtalger_före_klass	B_Rosettväxter_före_klass	B_Sand_dom_typ	B_Slingeväxter_före_klass	B_Övervattenväxter_före_klass	N_Barrskog	N_Blandskog	N_Hed	N_Häll_blockmark	N_Kalfjäll	N_Lövskog	N_Myr_våtmark	N_Äng	Alk_Acid	Abs_F
697	0	0,04543053	0,07236644	0	0,00054307	0	0,02259348	0	75	14	162283153	S	below HCL	18,74	8,01833333	0,44	15,27	6,06	86,69	753,08	2,15408084	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	5,353	0,062
698	0	0,18363357	0,37923446	0	0,02135002	0,01216648	0,11816056	0	101	14	63905093,2	S	below HCL	22,08	8,23166667	1	15,24	10,5	76,72	665,58	14,4756804	0	0	1	0	0	0	1	1	2	0	0	0	3	0	0	2	0	0	0	3	0	2	0	0	0	0	2,884	0,207
699	0	0,12413854	0,46530914	0	0,03932062	0,01215123	0,11948455	0	113	14	155407715	S	below HCL	18,16	7,7775	0,34	14,88	10,03	91,89	721,98	6,07317665	0	0	0	2	0	0	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1,14	0,219
700	0	0,11308942	0,11989462	0	0	5,02162e-5	0,03460836	0	96	14	31097392,2	S	below HCL	19,82	7,9925	0,56	15,2	10,22	92,8	720,87	2,7119907	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5,14	0,09
701	0	0,05778329	0,58418136	0	0,06489122	0,00960874	0,12203843	0	137	14	41386570,8	S	above HCL	18,14	7,77083333	0,29	14,87	5,94	77,58	689,26	5,69788665	0	0	2	1	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0,494	0,37
702	0	0,08005294	0,5208137	0	0,03734919	0,00425627	0,12093696	0	117	14	67923158,4	S	below HCL	20,03	7,87666667	0,29	15,08	6,02	81,07	712,36	6,46839664	1	0	1	1	0	0	1	1	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	3	0,606	0,406
707	0	0,05480142	0,54346049	0	0,00843865	0,01363374	0,12903802	0	106	14	37356878,7	S	below HCL	14,47	8,19833333	0,91	15,32	10,33	95,98	817,47	2,88679715	2	1	2	0	0	0	0	0	2	0	2	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0,379	0,23
709	0	0,06031249	0,45812818	0	0,03276671	0,01063403	0,14054477	0	3	14	31837447,9	S	below HCL	24,05	7,04	-1,18	14,73	9,82	79,12	667,1	6,41742236	1	2	2	1	0	0	2	1	2	1	1	0	2	0	0	0	2	2	0	0	0	0	0	3	0	1	1,952	0,177
710	0,00029295	0,08992317	0,30727951	0	0,12567258	0,0115001	0,09793766	0	2	14	225360535	S	below HCL	20,64	7,33083333	-0,85	15,09	6,45	111,93	698,07	2,63639888	1	1	3	2	0	0	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2,074	0,093
714	0,00014641	0,07231077	0,4507176	0	0,06806775	0,00443685	0,08742841	0	7	14	98191285,7	S	below HCL	20,9	7,57916667	-0,79	15,45	6,69	107,07	659,08	5,41956243	1	1	2	2	0	0	2	0	3	2	2	0	2	0	0	1	0	0	0	0	0	0	0	3	0	2	1,705	0,129
716	0	0,03064477	0,24983847	0	0,03841155	0,01121274	0,05990588	0	6	14	116673453	S	below HCL	16,4	7,77666667	-1,06	15,94	6,39	120,99	664,27	4,53619609	1	1	3	2	0	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1,938	0,035
726	5,09225e-6	0,01901304	0,42787804	0	0,00311809	0,00707454	0,06912403	0,00278916	13	14	135631257	S	below HCL	23,08	8,56416667	1,12	16,13	7,17	108,43	645,14	1,72037154	1	1	2	1	0	0	1	0	1	0	2	0	1	1	1	1	0	0	0	0	0	0	0	2	0	0	5,506	0,082
